lemma,bedeutung,sachgruppe
Ableger,"Maschine, mit der man Getreide geschnitten hat",7402
Ableger,Triebe zur Baumveredlung,7480
Ablegstein,vom Acker abgelesener Stein,2910
Ableiter,Entwässerungsgraben,7900
Ableitung,"gedeckter Abzugsgraben, Entwässerungsgraben",7440
Ablese,"Gesamtheit, der vom Acker entfernten Steine",7440
Ablese,"Steinhaufen, der aus den vom Acker abgesammelten Steinen errichtet ist",7440
Ablesehaufen,"Steinhaufen, der aus den vom Acker abgesammelten Steinen errichtet ist",7440
Ablesstein,vom Acker abgelesener Stein,2910
Ablesesteinhaufen,"Steinhaufen, der aus den vom Acker abgesammelten Steinen errichtet ist",7440
Ablesestein,vom Acker abgesammelter Stein,2910
Ablesestein,vom Acker abgelesener Stein,2910
Abläufe,erstes Stück von abgeschnittenem Brot oder Kuchen,5910
Ablösegeld,Geldzahlung des Erben an Eltern bei Hofübergabe,8330
Abmachsense,Sense zum Getreide schneiden,7402
Abmachung,das Roden des Waldlandes,7550
Abmilch,entrahmte Milch,7455
Abname,verächtlicher Übername,6333
Abnehmender,abnehmender Mond,2100
Abnehmendes,Abnehmende Mondphase,2100
Abnehmer,"Erntehelfer, der beim Dreschmaschinendreschen das gebundene Stroh wegschafft",7440
Abnehmetes,Abnehmende Mondphase,2100
Abortdeckel,"auffallend hässlicher, kitschiger Damenhut",5936
Abortwürfel,Duftwürfel für Urinal,7780
Abpfeifer,Schiedsrichter beim Fußball,7340
Abplätze,Druckstelle an Obst,3120
Abplätze,Druckstelle im Obst,3120
Abplätzig,Druckstelle ím Obst,3120
Abputzbeckel,kleine Schüssel zum Hände- und Gesichtwaschen,5940
Abputzbeckel,Spülbecken,7740
Abputzbeckel,Waschschüssel für Gesichtswäsche,5940
Abputzer,"große, zum Schälen geeignete Kartoffel",3400
Abputzer,Gerät zum Abputzen der Pflugschar,7402
Abputzgerät,Gerät zum Abputzen der Pflugschar,7402
Abputzhader,Waschlappen,5940
Abputzpapier,Klosettpapier,5940
Abputzschäufelein,Gerät zum Abputzen der Pflugschar,7402
Abrahamschuh,Riemensandale,5937
Abraham,Familienname,7110
Abrahamsschuh,Riemensandale,5937
Abrahamskuh,Kollektivbezeichnung für Ziegen und Schafe,4114
Abrahamskuh,Ziege,4115
Abrahamskuh,Ziege ohne Hörner,4115
Abputzschüssel,kleine Schüssel zum Hände- und Gesichtwaschen,5940
Abputzschüssel,Spülbecken,7740
Abrahm,"Sahne, die zur Butterherstellung verwendet wird",7455
Abrahmer,Tonschüssel für die gemolkene Milch,7455
Abrahmig,"Sahne, die zur Butterherstellung verwendet wird",7455
Abrahmschüssel,Tonschüssel für die gemolkene Milch,7455
Abraufer,"junger Bursche, Mann, der sexuell sehr aktiv ist und wechselnde Partnerinnen hat (pejor)",6126
Abrahmlöffel,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abraum,auf dem Waldboden liegendes Astholz,7550
Abrechzeug,Getreidereste auf dem Acker nach der Ernte,7440
Abrede,Abrede (in Redensart),6440
Abrede,Vereinbarung,7200
Abreiber,"Zurechtweisung, Beschimpfung",6333
Abreiberlein,Rest der Kartoffel nach dem Reiben,7740
Abreibig,Rest der Kartoffel nach dem Reiben,7740
Abreibig,flüssiges Medikament zum Einreiben,5700
Abreibung,das Abreiben von jemandem mit Schnee,7360
Abreibmittel,flüssiges Medikament zum Einreiben,5700
Abreiter,auf die Tenne gefallene Futter- oder Getreidereste,7440
Abreitere,"Getreidereste auf dem Feld, nach dem Mähdreschen",7440
Abreitere,auf die Tenne gefallene Futter- oder Getreidereste,7440
Abrer,auf die Tenne gefallene Futter- oder Getreidereste,7440
Abreret,auf die Tenne gefallene Futter- oder Getreidereste,7440
Abriebel,erstes Stück beim Abschneiden eines Kuchens,5910
Abrerig,auf die Tenne gefallene Futter- oder Getreidereste,7440
Abries,auf die Tenne gefallene Futter- oder Getreidereste,7440
Abriesel,auf die Tenne gefallene Futter- oder Getreidereste,7440
Abriesig,auf die Tenne gefallene Futter- oder Getreidereste,7440
Abrisskalender,Abreißkalender (in Redensart),9600
Abräumig,"Gesamtheit, der vom Acker entfernten Steine",7440
Abräumsel,Abfall beim Gemüseputzen,7740
Absatz,erhöhter Teil der Schuhsohle unter der Ferse,5937
Absatz,Türschwelle,7720
Absatzbremsen,das Bremsen des Rodelschlittens mit dem Absatz,7820
Absatzferkel,Altersstufe des Ferkels,4113
Abscharrer,Gerät zum Abputzen der Pflugschar,7402
Abschaum,"das Niedrigste, der Abhub",7010
Abschaumer,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abschaumlöffel,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abschaumseiher,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abschaumsieblöffel,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abschein,"Bereich im Gelände, der nicht direkt von der Sonne beschienen wird",9520
Abschiedsessen,Mahl nach der Ernte,5910
Abschlag,Geldzahlung des Erben an Eltern bei Hofübergabe,8330
Abschlag,"im Voraus bezahlter Teil des Lohns, Gehalts o.Ä.",7620
Abschlag,Entwässerungsgraben,7900
Abschlag,Entwässerungsgraben ziehen,7900
Abschmettern,Durchfall,5340
Abschnitt,Langholzabschnitt,7550
Abschnittlein,Wurstreste beim Metzger,9330
Abschnittling,Schnittlauch,3700
Abschorer,"Gerät mit langem Stiel und geradem an der unteren Kante geschärftem Metallblatt, das auch zum Schneelockern und Beseitigen verwendet wird; wird im Handel als Stoßscharre oder Rindenschäler vertrieben",7530
Abschorer,Gerät zum Abputzen der Pflugschar,7402
Abschäler,"große, zum Schälen geeignete Kartoffel",3400
Abschälfett,Abschöpffett beim Fleischkochen,7740
Abschäumer,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abschöpfer,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abschöpflöffel,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abschöpfrahm,"Rahm, der von der Milch abgeschöpft wird",7455
Abschöpfseiher,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abseihbrettel,keilförmig zulaufendes Ackerstück,7420
Abseiher,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abseihlöffel,"Küchengerät, flache Schöpfkelle mit Löchern",7740
Abseite,"die Seite, die abgelegen ist",9520
Absicht,"Intention, Plan, Vorsatz",6410
Absicht,Plan,6410
Absprache,"Absprache, Vereinbarung",7200
Abspül,"Gesamtheit des Küchengeschirrs, das gespült werden muss",7740
Abspülerin,"Frau, die in der Küche des Gasthofs nur das Geschirrspülen zu besorgen hat",7740
Abspületes,"Gesamtheit des Küchengeschirrs, das gespült werden muss",7740
Abspülfrau,"Frau, die in der Küche des Gasthofs nur das Geschirrspülen zu besorgen hat",7740
Abspülgeschirr,"Gesamtheit des Küchengeschirrs, das gespült werden muss",7740
Abspülhader,"Tuch, das man beim Geschirrspülen benutzt",7740
Abspülkram,"Gesamtheit des Küchengeschirrs, das gespült werden muss",7740
Abspülig,"Wasser, in dem man Geschirr spült (in Redensart)",7740
Abspülig,"Gesamtheit des Küchengeschirrs, das gespült werden muss",7740
Abspüllappen,"Tuch, das man beim Geschirrspülen benutzt",7740
Abspüllappen,"Tuch, mit dem man das Geschirr spült",7740
Abspüllumpen,"Tuch, das man beim Geschirrspülen benutzt",7740
Abspülmittel,"Reinigungsmittel, das dem Geschirrspülwasser zugesetzt wird",7740
Abspülmädlein,"Frau, die in der Küche des Gasthofs nur das Geschirrspülen zu besorgen hat",7740
Abspülwasser,"Wasser, in dem man das Geschirr spült",7740
Abspülwasser,"Wasser, in dem man Geschirr spült (in Redensart)",7740
Abspültuch,"Tuch, das man beim Geschirrspülen benutzt",7740
Abspülpulver,"Reinigungsmittel, das dem Geschirrspülwasser zugesetzt wird",7740
Abstand,Geldzahlung des Erben an Eltern bei Hofübergabe,8330
Abstand,abgestorbener Waldbaum,3100
Abstand,"kernfaul, von Holz",7550
Abstandsgeld,Geldzahlung des Erben an Eltern bei Hofübergabe,8330
Abstauber,"Person, die gerne mittrinkt, wenn andere bezahlen, die aber sehr lange vor einem Glas sitzt, wenn sie selbst bezahlt",5920
Abstauber,"Mensch, der etwas gestohlen hat",8320
Absteinig,"Gesamtheit, der vom Acker entfernten Steine",7440
Absteigplatz,"Platz, an dem Prostituierte ihrem Gewerbe nachgehen",5350
Absteher,Altersstufe des Ferkels,4113
Abstellraum,seitlich angebauter kleinerer Schuppen,7410
Abstellschuppen,seitlich angebauter kleinerer Schuppen,7410
Abstößer,Altersstufe des Ferkels,4113
Abständer,"Restbier, das über Nacht im Fass geblieben ist",5920
Abstößerlein,Altersstufe des Ferkels,4113
Absägbalken,über die normale Länge hinausragendes Balkenstück,7720
Abt,Familienname,7110
Abteil,abgeteilter Raum in einem Personenwagen der Eisenbahn,7840
Abteil,"durch etwas abgeteilter Platz, Stelle in der Scheune",9311
Abteil,"Gasse, die durch das Mähen im Getreide entsteht",7440
Abtragig,"Getreidemenge, aus der eine Garbe gemacht wird",7440
Abtritt,Toilette ohne Wasserspülung,7720
Abtrieb,Kahlschlag,7550
Abtrittsputzer,Klosettpapier,5940
Abtrockeltuch,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockengetüchlein,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockenhader,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockenhaderl,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockenhaderlein,Geschirrtuch,7740
Abtrockenhandtuch,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockenlappen,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockenhäderlein,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockenlumpen,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockentuch,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockentücher,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockentüchel,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockentüchlein,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockerlappen,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtrockner,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtröckelhandtuch,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtröckeltuch,"Tuch, mit dem man Geschirr abtrocknet",7740
Abtröckeltüchlein,"Tuch, mit dem man Geschirr abtrocknet",7740
Abwasch,"Gesamtheit des Küchengeschirrs, das gespült werden muss",7740
Abwasch,"Gesamtheit des Geschirrs, das in der Küche herumsteht und noch gespült werden muss",7740
Abwaschbecken,kleine Schüssel zum Hände- und Gesichtwaschen,5940
Abwaschbecklein,kleine Schüssel zum Hände- und Gesichtwaschen,5940
Abwaschfrau,"Frau, die in der Küche des Gasthofs nur das Geschirrspülen zu besorgen hat",7740
Abwascherin,"Frau, die in der Küche des Gasthofs nur das Geschirrspülen zu besorgen hat",7740
Abwaschhader,Lappen zum Nassaufwischen,7780
Abwaschhader,Lappen zum Nassaufwischen (in Redensart),7736
Abwaschhudel,Lappen zum Nassaufwischen,7780
Abwaschlappen,"Tuch, das man beim Geschirrspülen benutzt",7740
Abwaschlappen,energieloser Mann,6121
Abwaschschüssel,kleine Schüssel zum Hände- und Gesichtwaschen,5940
Abwaschtuch,"Tuch, das man beim Geschirrspülen benutzt",7740
Abwaschwasser,"Wasser, in dem man das Geschirr spült",7740
Abwaschwasser,"Wasser, in dem man Geschirr spült (in Redensart)",7740
Abwechslung,"Wechseln der Sexualpartner, das Untreusein",9800
Abweiche,Durchfall,5340
Abwender,"Pflugwende, Abteilung des Ackers, auf der der Pflug gewendet wird",7420
Abwendgraben,Entwässerungsgraben,7900
Abwesen,"Armut, Verarmung eines Bauernhofs",7600
Abwinkkelle,"Signalstab, mit dem die Zugaufsicht die Abfahrt eines Zuges anzeigt",7830
Abwischer,Schwamm zum Abwischen der Schultafel,8400
Abwischlappen,Lappen zum Nassaufwischen,7780
Abwischschüssel,kleine Schüssel zum Hände- und Gesichtwaschen,5940
Abwischtüchlein,"Tuch, mit dem man Geschirr abtrocknet",7740
Abwusel,im Wachstum zurückgebliebenes Schwein,4113
Abwuselein,im Wachstum zurückgebliebenes Schwein,4113
Abwuselein,körperlich schwächstes Kind in der Klasse,5172
Abwäschefrau,"Frau, die in der Küche des Gasthofs nur das Geschirrspülen zu besorgen hat",7740
Abzeichen,"Form, die entsteht, wenn man sich mit ausgebreiteten Armen in den Schnee legt",7360
Abziehgraben,Entwässerungsgraben,7900
Abziehgraben,"gedeckter Abzugsgraben, Entwässerungsgraben",7440
Abzucht,Entwässerungsgraben,7900
Abzug,"gedeckter Abzugsgraben, Entwässerungsgraben",7440
Abzug,Entwässerungsgraben,7900
Abzuggraben,Entwässerungsgraben,7900
Abzugsgraben,Entwässerungsgraben,7900
Abzugsgraben,"gedeckter Abzugsgraben, Entwässerungsgraben",7440
Abährig,auf die Tenne gefallene Futter- oder Getreidereste,7440
Achatskühlein,Leuchtkäfer,4700
Acheleweh,"Gejammer, Wehklagen",6320
Achona,laute Unterhaltung mehrerer Personen,7210
Achsbrücke,"vorderer Rungenschemel, Balken oberhalb der Achse des Leiterwagens, Auflage für die Leitern",7403
Achse,"gedachte Mittellinie, um die sich ein Körper dreht",9300
Achsel,Schultern,5200
Achsel,Achsel,5200
Achsel,Achsel (in Redensart),5200
Achsel,Schulter (in Redensart),5200
Achsel,Schulter,5200
Achselband,Tragevorrichtung am Wassergefäß,7735
Achselborste,Achselhaare,5200
Achselbuschelein,Achselhaare,5200
Achselhärlein,Achselhaare,5200
Achselreiter,"ein Kind, das auf den Schultern umhergetragen wird",7360
Achselschübelein,Achselhaare,5200
Achseltrager,hochmütiger Mensch,6119
Achsenschmalz,Kraft im Arm,5230
Achsenstecker,Achsnagel am Leiterwagen,7403
Achsgras,erhöhter Streifen zwischen zwei Fahrspuren im Feldweg,7810
Achsolein,ach (in Fügung),1230
Achsstecker,Achsnagel am Leiterwagen,7403
Achsstecker,Achsnagel des Leiterwagens,7403
Achssteckerlein,Achsnagel am Leiterwagen,7403
Achssteckerlein,Achsnagel des Leiterwagens,7403
Achtel,achter Teil von einer Menge,9330
Achtel,"achter Teil einer Menge, Strecke etc.",9400
Achtelein,Schnapsglas mit dickem Boden ohne Fuß,7740
Achtelein,achter Teil von einer Menge,9330
Achterblume,Berganemone (Anemone blanda),3500
Achter,"durch einen Schlag oder Unfall verursachter Schaden an einem Rad, der dazu führt, dass es nicht mehr regelmäßig rotiert",7820
Achters,"durch einen Schlag oder Unfall verursachter Schaden an einem Rad, der dazu führt, dass es nicht mehr regelmäßig rotiert",7820
Achtung,"Hoch-, Wertschätzung, Respekt (in Redensart)",6330
Achtung,"Ausruf der Kinder, wenn sie wollen, dass die Schlittenbahn freigemacht wird",7360
Ackerboden,Ackererde,7420
Ackerainbauer,"jemand, der nur vom Ertrag einer Ziege lebt (Spott)",7400
Ackeregge,spezielle Egge,7402
Ackererde,Ackererde,7420
Acker,Acker,7420
Acker,"Feld, Anbaufläche",7420
Acker,"Acker, Feld",7420
Acker,Flächenmaß,9360
Acker,"Feld, Feldgrundstück",8221
Acker,Acker (in Redensart),7420
Acker,"Feld, Wiesenland, Ackerland",7420
Acker,erstmals aufgebrochenes Land,7420
Acker,Flurstück,8221
Ackereule,Frau (pejor),6111
Ackerfichte,Schachtelhalm,3500
Ackerfotze,infolge unsorgfältigen Pflügens ungepflügt stehengebliebener Streifen,7430
Ackerfuhre,Durchfahrtrecht durch einen Acker,7800
Ackerfuhre,Feldweg,7810
Ackerfuhre,"Weg, der auf dem Rain entlangführt",7420
Ackerhaue,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Ackerhaue,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Ackerfurche,Ackerfurche,7420
Ackerfurche,Furche des Ackers,7440
Ackerkot,Ackererde,7420
Ackerkrume,Ackererde,7420
Ackerkrume,"Ackerboden, Ackererde",7420
Ackerl,sehr kleiner Acker,7440
Ackerland,Flächenmaß,9360
Ackerland,erstmals aufgebrochenes Land,7420
Ackerland,Acker,7420
Ackerland,Ackererde,7420
Ackerland,"Feld, Anbaufläche",7420
Ackerlänge,"Längsstreifen des Ackers, den der Sämann in einem Gang besät",7440
Ackerlänge,"Streifen, den die Sämaschine in einem Gang besät",7440
Ackerlätte,Huflattich,3500
Ackerlein,sehr kleiner Acker,7440
Ackerlein,kleiner Acker,7420
Ackermann,Familienname,7110
Ackermohn,"Klatschmohn, Ackerunkraut",3900
Ackerpfrund,Ackerfurche,7420
Ackerpilz,Bovist,3510
Ackerrain,unbebauter schmaler Streifen Land als Grenze zwischen zwei Äckern,7420
Ackerrain,"Pflugwende, Ende des Ackers, das zuletzt gepflügt wird",7440
Ackerrain,Randbeet des Ackers,7420
Ackerreitel,Gerät zum Abputzen der Pflugschar,7402
Ackerrainweg,"Weg, der auf dem Rain entlangführt",7420
Ackerrainlein,infolge unsorgfältigen Pflügens ungepflügt stehengebliebener Streifen,7430
Ackerrand,Feldrain,7420
Ackerreute,Gerät zum Abputzen der Pflugschar,7402
Ackerreutel,Gerät zum Abputzen der Pflugschar,7402
Ackerschachtelhalm,Schachtelhalm,3500
Ackerschande,infolge unsorgfältigen Pflügens ungepflügt stehengebliebener Streifen,7430
Ackerreuter,Gerät zum Abputzen der Pflugschar,7402
Ackerschnecke,"Damenfrisur, altmodisch",5940
Ackerschnecke,"Damenfrisur, veraltet",5940
Ackerschrolle,lehmiger Erdbrocken,2700
Ackerschäufelein,Gerät zum Abputzen der Pflugschar,7402
